URL,Pontuação,Tempo de Análise (s),Aceitáveis (Total),Aceitáveis (A),Aceitáveis (AA),Aceitáveis (AAA),Para Ver Manualmente (Total),Para Ver Manualmente (A),Para Ver Manualmente (AA),Para Ver Manualmente (AAA),Não Aceitáveis (Total),Não Aceitáveis (A),Não Aceitáveis (AA),Não Aceitáveis (AAA),Total Geral,Erro
https://www.ms.gov.br/,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,404 Client Error: Not Found for url: https://accessmonitor.acessibilidade.gov.pt/api/amp/eval/https://www.ms.gov.br/
